0,0.611949,0.500613,0.514951
3,0.463113,0.538358,0.545466
3,0.401716,0.509865,0.53076
3,0.292525,0.551532,0.517708
3,0.289338,0.548223,0.497672
0,0.603125,0.504779,0.50239
2,0.747549,0.489767,0.479841
2,0.673713,0.493382,0.526103
3,0.0393995,0.545588,0.415257
3,0.362684,0.508578,0.525551
2,0.758885,0.487868,0.49565
2,0.753309,0.497917,0.512255
2,0.751716,0.496078,0.509191
0,0.580882,0.500123,0.516422
0,0.605944,0.50386,0.507598
0,0.606434,0.501471,0.51152
0,0.53413,0.504779,0.506495
3,0.147243,0.522672,0.508701
1,0.00349265,0.506005,0.494485
2,0.759436,0.498529,0.511029
2,0.75674,0.496814,0.513971
2,0.737806,0.498407,0.496385
0,0.564522,0.504228,0.506434
3,0.277145,0.556434,0.529289
3,0.233395,0.51685,0.502145
3,0.133088,0.546936,0.496998
0,0.556311,0.500123,0.516422
2,0.780025,0.491483,0.479412
3,0.0235907,0.51152,0.488542
0,0.56152,0.501103,0.514338
0,0.60962,0.499632,0.51826
2,0.674571,0.494853,0.527145
3,0.487623,0.510478,0.489522
0,0.560968,0.501042,0.514583
1,0.00171569,0.506127,0.496201
2,0.732966,0.498162,0.497059
0,0.631495,0.501287,0.513787
2,0.745404,0.498591,0.49277
3,0.382292,0.536091,0.47739
3,0.201409,0.504473,0.489216
0,0.626042,0.500429,0.524449
3,0.35527,0.508701,0.494547
3,0.0908088,0.535662,0.49136
3,0.467279,0.510846,0.488909
3,0.47114,0.511765,0.527267
1,0.00435049,0.507598,0.492586
0,0.597978,0.501716,0.513726
1,0.00306373,0.506373,0.49424
2,0.739093,0.495833,0.496691
3,0.215441,0.585539,0.518811
3,0.200735,0.525123,0.506801
1,0.00159314,0.507108,0.496814
2,0.759559,0.49136,0.466544
2,0.68701,0.495527,0.525858
3,0.220221,0.530515,0.492892
3,0.384865,0.548958,0.493995
0,0.529228,0.503799,0.507966
3,0.34473,0.530208,0.463297
3,0.447304,0.513174,0.491176
2,0.744547,0.496017,0.50049
3,0.538113,0.509069,0.522978
2,0.64424,0.495711,0.525368
3,0.283088,0.515564,0.513971
1,0.00128676,0.507475,0.496569
3,0.569547,0.503064,0.531924
0,0.60337,0.495833,0.509191
2,0.735784,0.495588,0.497549
2,0.635478,0.495833,0.526961
2,0.675858,0.495343,0.525919
0,0.565502,0.498039,0.518015
2,0.659804,0.495098,0.526654
0,0.544914,0.500245,0.52402
3,0.504412,0.503554,0.484252
3,0.472794,0.506434,0.478738
2,0.756679,0.487623,0.496324
3,0.222304,0.57065,0.502022
1,0.00183824,0.505637,0.49712
0,0.64424,0.498039,0.512806
0,0.621998,0.497243,0.524387
2,0.675123,0.496936,0.52261
0,0.556189,0.502022,0.513603
3,0.229044,0.588848,0.511029
0,0.554534,0.504289,0.508762
3,0.372549,0.532904,0.495527
3,0.495159,0.495956,0.527819
1,0.000980392,0.507843,0.496814
0,0.55098,0.500551,0.511887
3,0.06875,0.551225,0.411213
1,0.000980392,0.508578,0.495956
2,0.748836,0.487439,0.47935
0,0.568934,0.501961,0.513726
2,0.68413,0.497426,0.520895
0,0.724387,0.49951,0.5125
1,0.00110294,0.506373,0.496569
3,0.386152,0.548713,0.495956
1,0.00171569,0.507353,0.495159
2,0.692586,0.491238,0.532108
2,0.74185,0.497181,0.511949
3,0.490686,0.511458,0.485049
3,0.256434,0.523652,0.476225
1,0.00220588,0.506618,0.496691
2,0.753002,0.494975,0.496324
0,0.753309,0.499203,0.516728
3,0.40962,0.546814,0.543505
3,0.25386,0.516176,0.471936
1,0.00196078,0.506373,0.496936
3,0.0292279,0.510846,0.485601
2,0.737255,0.486703,0.49902
0,0.70913,0.499632,0.506189
0,0.75913,0.5,0.512561
0,0.595956,0.500306,0.516912
0,0.663358,0.502083,0.512806
3,0.427512,0.507659,0.501471
2,0.713909,0.493934,0.495772
2,0.753738,0.500613,0.504779
0,0.607966,0.501103,0.52886
3,0.328002,0.551103,0.499632
0,0.759007,0.501225,0.512623
2,0.761029,0.496446,0.512377
2,0.683027,0.492831,0.531679
2,0.760478,0.496262,0.522488
2,0.756127,0.494485,0.511765
2,0.709191,0.496814,0.510784
2,0.709926,0.491973,0.485294
1,0.000490196,0.508824,0.496569
0,0.581434,0.500368,0.516789
2,0.750429,0.491667,0.493505
1,0.00232843,0.508701,0.494056
1,0.00392157,0.507598,0.491912
0,0.576287,0.500245,0.514461
3,0.307537,0.551716,0.516238
2,0.744976,0.498774,0.520098
2,0.736397,0.497855,0.51201
1,0.000490196,0.507598,0.496569
1,0.00067402,0.508333,0.496814
2,0.764032,0.497365,0.481863
2,0.708517,0.496078,0.496078
2,0.710478,0.495833,0.512071
2,0.636091,0.49565,0.506005
0,0.622365,0.500368,0.513971
0,0.582169,0.503002,0.508517
2,0.779779,0.490748,0.479289
2,0.736765,0.498284,0.492157
2,0.710233,0.49375,0.479105
2,0.746324,0.493689,0.504412
3,0.321875,0.562929,0.499694
2,0.631924,0.494608,0.532292
0,0.573897,0.504412,0.506863
1,0.000919118,0.507475,0.49614
2,0.708027,0.488909,0.485784
3,0.365502,0.545159,0.501716
0,0.530515,0.500919,0.522365
3,0.0360907,0.507537,0.492218
1,0.00147059,0.506863,0.497549
3,0.00686275,0.506618,0.493566
3,0.192892,0.524203,0.509314
3,0.349081,0.546446,0.49277
3,0.0303922,0.509559,0.490931
3,0.00839461,0.507843,0.490135
3,0.520159,0.496998,0.529534
2,0.690135,0.496936,0.516912
0,0.544485,0.501103,0.514951
2,0.687929,0.491176,0.533211
3,0.17598,0.513848,0.494485
3,0.322855,0.531618,0.491912
2,0.764706,0.496078,0.523162
2,0.646078,0.493505,0.532904
0,0.572733,0.500735,0.518444
3,0.382721,0.547304,0.545404
3,0.281924,0.536336,0.489951
3,0.498591,0.540196,0.545772
2,0.738971,0.497181,0.512255
3,0.364767,0.550858,0.535907
2,0.722855,0.50049,0.499877
3,0.36489,0.545159,0.490319
2,0.655331,0.494792,0.527022
2,0.744792,0.495711,0.498346
0,0.59326,0.496936,0.522672
2,0.655576,0.496569,0.5231
2,0.67886,0.491667,0.531985
2,0.652574,0.493199,0.530147
3,0.289154,0.528186,0.500551
3,0.0402574,0.524142,0.503186
3,0.313542,0.508946,0.494853
0,0.426532,0.499571,0.50527
2,0.713174,0.49473,0.496691
3,0.344179,0.548162,0.546324
0,0.543444,0.500919,0.515686
3,0.367341,0.551654,0.538051
2,0.753615,0.500858,0.50337
2,0.677267,0.497243,0.522549
2,0.763909,0.496446,0.522059
2,0.739767,0.497181,0.494853
2,0.74712,0.495833,0.499877
2,0.761826,0.491728,0.530515
1,0.00392157,0.506618,0.492892
1,0.00410539,0.506985,0.495037
3,0.211029,0.578493,0.521936
0,0.683395,0.498529,0.511826
0,0.58223,0.501532,0.514583
3,0.288113,0.514277,0.476287
0,0.743137,0.498836,0.510049
3,0.417586,0.511826,0.528799
2,0.722978,0.495466,0.497304
2,0.762623,0.491912,0.53027
2,0.755086,0.490564,0.49473
2,0.702328,0.495159,0.498897
3,0.356127,0.538235,0.51011
1,0.00232843,0.506863,0.496262
3,0.491299,0.510233,0.492647
2,0.689277,0.495159,0.52598
3,0.4144,0.50337,0.499694
1,0.000735294,0.506618,0.496691
3,0.521078,0.507475,0.478309
0,0.755637,0.499449,0.512194
3,0.0819853,0.51826,0.499387
3,0.271507,0.560049,0.510233
2,0.704963,0.493873,0.481618
0,0.623652,0.502206,0.51299
0,0.629902,0.499877,0.517402
0,0.552083,0.499877,0.513113
3,0.24761,0.562623,0.519853
2,0.701961,0.499203,0.491422
2,0.765502,0.491973,0.495221
2,0.741973,0.495711,0.495956
2,0.697917,0.496875,0.497488
0,0.695895,0.49902,0.516483
2,0.742034,0.495466,0.500368
2,0.749939,0.495772,0.496752
1,0.00232843,0.50625,0.494975
0,0.618995,0.497733,0.525674
3,0.48848,0.516238,0.517586
0,0.763971,0.499326,0.517218
2,0.745833,0.498591,0.50049
1,0.000735294,0.508333,0.496814
2,0.687561,0.496936,0.522917
3,0.0366422,0.524265,0.497304
3,0.00606618,0.510907,0.48701
3,0.0324142,0.516912,0.479596
2,0.762377,0.498162,0.519914
1,0.000796569,0.507353,0.496201
2,0.74136,0.496507,0.511581
3,0.00625,0.510294,0.487745
2,0.723529,0.491973,0.481495
1,0.00343137,0.505392,0.494853
1,0.0033701,0.507108,0.492279
3,0.405515,0.503431,0.508517
3,0.324816,0.524755,0.480515
2,0.71777,0.489338,0.478431
2,0.715993,0.495833,0.511029
1,0.00318627,0.506127,0.493995
0,0.596324,0.500735,0.516544
3,0.2856,0.534436,0.473162
3,0.353248,0.530453,0.488113
2,0.688358,0.500184,0.4981
2,0.75435,0.499081,0.506311
3,0.378064,0.510846,0.526716
2,0.760784,0.490319,0.461152
0,0.75913,0.499142,0.517892
2,0.643689,0.49761,0.529105
3,0.181005,0.518444,0.499632
0,0.599081,0.500551,0.514828
0,0.706373,0.497733,0.510968
0,0.757414,0.501348,0.511887
0,0.761397,0.500245,0.516299
