3,0.513726,0.666667,0.560784
7,0.960784,0.501961,0.501961
5,0.505882,0.501961,0.415686
21,0.556863,0.552941,0.403922
13,0.513726,0.690196,0.443137
0,0,0.501961,0.501961
0,0,0.501961,0.501961
1,0.658824,0.501961,0.501961
0,0,0.501961,0.501961
10,0.54902,0.345098,0.627451
23,0.509804,0.423529,0.411765
23,0.509804,0.423529,0.411765
0,0,0.501961,0.501961
0,0,0.501961,0.501961
17,0.807843,0.501961,0.501961
0,0,0.501961,0.501961
0,0,0.501961,0.501961
0,0,0.501961,0.501961
0,0,0.501961,0.501961
14,0.721569,0.392157,0.72549
6,0.807843,0.486275,0.807843
20,0.658824,0.556863,0.568627
0,0,0.501961,0.501961
11,0.709804,0.552941,0.756863
0,0,0.501961,0.501961
5,0.505882,0.501961,0.415686
0,0,0.501961,0.501961
5,0.505882,0.501961,0.415686
8,0.309804,0.6,0.415686
16,0.411765,0.572549,0.337255
25,0.513726,0.501961,0.501961
0,0,0.501961,0.501961
8,0.309804,0.6,0.415686
12,0.360784,0.501961,0.501961
15,0.709804,0.380392,0.509804
8,0.309804,0.6,0.415686
21,0.556863,0.552941,0.403922
13,0.513726,0.690196,0.443137
18,0.301961,0.607843,0.305882
0,0,0.501961,0.501961
6,0.807843,0.486275,0.807843
5,0.505882,0.501961,0.415686
15,0.709804,0.380392,0.509804
26,0.266176,0.521078,0.597549
17,0.807843,0.501961,0.501961
1,0.658824,0.501961,0.501961
0,0,0.501961,0.501961
0,0,0.501961,0.501961
16,0.411765,0.572549,0.337255
17,0.807843,0.501961,0.501961
13,0.513726,0.690196,0.443137
19,0.411765,0.694118,0.6
0,0,0.501961,0.501961
0,0,0.501961,0.501961
18,0.301961,0.607843,0.305882
24,0.0887255,0.508333,0.533824
5,0.505882,0.501961,0.415686
0,0,0.501961,0.501961
17,0.807843,0.501961,0.501961
0,0,0.501961,0.501961
25,0.513726,0.501961,0.501961
0,0,0.501961,0.501961
23,0.509804,0.423529,0.411765
21,0.556863,0.552941,0.403922
0,0,0.501961,0.501961
22,0.380392,0.54902,0.556863
26,0.266176,0.521078,0.597549
2,0.431373,0.439216,0.580392
26,0.302941,0.496078,0.616667
7,0.960784,0.501961,0.501961
7,0.960784,0.501961,0.501961
21,0.556863,0.552941,0.403922
0,0,0.501961,0.501961
0,0,0.501961,0.501961
13,0.513726,0.690196,0.443137
1,0.658824,0.501961,0.501961
0,0,0.501961,0.501961
15,0.709804,0.380392,0.509804
0,0,0.501961,0.501961
0,0,0.501961,0.501961
13,0.513726,0.690196,0.443137
0,0,0.501961,0.501961
23,0.509804,0.423529,0.411765
2,0.431373,0.439216,0.580392
23,0.509804,0.423529,0.411765
0,0,0.501961,0.501961
11,0.709804,0.552941,0.756863
14,0.721569,0.392157,0.72549
3,0.513726,0.666667,0.560784
0,0,0.501961,0.501961
6,0.807843,0.486275,0.807843
0,0,0.501961,0.501961
7,0.960784,0.501961,0.501961
0,0,0.501961,0.501961
7,0.960784,0.501961,0.501961
0,0,0.501961,0.501961
0,0,0.501961,0.501961
8,0.309804,0.6,0.415686
26,0.360784,0.447059,0.613725
15,0.709804,0.380392,0.509804
0,0,0.501961,0.501961
19,0.411765,0.694118,0.6
21,0.556863,0.552941,0.403922
26,0.379412,0.501961,0.437255
3,0.513726,0.666667,0.560784
26,0.229412,0.543137,0.584314
20,0.658824,0.556863,0.568627
26,0.226471,0.581373,0.354902
9,0.215686,0.501961,0.501961
15,0.709804,0.380392,0.509804
1,0.658824,0.501961,0.501961
23,0.509804,0.423529,0.411765
15,0.709804,0.380392,0.509804
1,0.658824,0.501961,0.501961
0,0,0.501961,0.501961
23,0.509804,0.423529,0.411765
0,0,0.501961,0.501961
23,0.509804,0.423529,0.411765
0,0,0.501961,0.501961
5,0.505882,0.501961,0.415686
0,0,0.501961,0.501961
25,0.513726,0.501961,0.501961
0,0,0.501961,0.501961
13,0.513726,0.690196,0.443137
7,0.960784,0.501961,0.501961
19,0.411765,0.694118,0.6
0,0,0.501961,0.501961
12,0.360784,0.501961,0.501961
4,0.611765,0.611765,0.721569
13,0.513726,0.690196,0.443137
22,0.380392,0.54902,0.556863
15,0.709804,0.380392,0.509804
11,0.709804,0.552941,0.756863
11,0.709804,0.552941,0.756863
6,0.807843,0.486275,0.807843
5,0.505882,0.501961,0.415686
18,0.301961,0.607843,0.305882
26,0.443627,0.42598,0.506863
9,0.215686,0.501961,0.501961
13,0.513726,0.690196,0.443137
26,0.154412,0.57402,0.538725
21,0.556863,0.552941,0.403922
9,0.720588,0.501961,0.501961
25,0.513726,0.501961,0.501961
3,0.513726,0.666667,0.560784
3,0.513726,0.666667,0.560784
18,0.301961,0.607843,0.305882
9,0.215686,0.501961,0.501961
15,0.709804,0.380392,0.509804
26,0.706863,0.488235,0.769608
13,0.513726,0.690196,0.443137
0,0,0.501961,0.501961
14,0.721569,0.392157,0.72549
10,0.54902,0.345098,0.627451
22,0.380392,0.54902,0.556863
0,0,0.501961,0.501961
20,0.658824,0.556863,0.568627
24,0.142647,0.519608,0.522549
26,0.494118,0.543137,0.551961
25,0.513726,0.501961,0.501961
26,0.316176,0.501961,0.448039
14,0.721569,0.392157,0.72549
0,0,0.501961,0.501961
25,0.513726,0.501961,0.501961
7,0.960784,0.501961,0.501961
16,0.411765,0.572549,0.337255
25,0.513726,0.501961,0.501961
17,0.807843,0.501961,0.501961
5,0.505882,0.501961,0.415686
0,0,0.501961,0.501961
0,0,0.501961,0.501961
15,0.709804,0.380392,0.509804
0,0,0.501961,0.501961
20,0.658824,0.556863,0.568627
0,0,0.501961,0.501961
0,0,0.501961,0.501961
0,0,0.501961,0.501961
13,0.513726,0.690196,0.443137
0,0,0.501961,0.501961
14,0.721569,0.392157,0.72549
26,0.205882,0.537255,0.419608
21,0.556863,0.552941,0.403922
0,0,0.501961,0.501961
8,0.309804,0.6,0.415686
13,0.513726,0.690196,0.443137
3,0.513726,0.666667,0.560784
0,0,0.501961,0.501961
0,0,0.501961,0.501961
21,0.556863,0.552941,0.403922
10,0.54902,0.345098,0.627451
6,0.807843,0.486275,0.807843
22,0.380392,0.54902,0.556863
25,0.513726,0.501961,0.501961
10,0.54902,0.345098,0.627451
1,0.658824,0.501961,0.501961
0,0,0.501961,0.501961
0,0,0.501961,0.501961
1,0.658824,0.501961,0.501961
15,0.709804,0.380392,0.509804
20,0.658824,0.556863,0.568627
9,0.215686,0.501961,0.501961
0,0,0.501961,0.501961
0,0,0.501961,0.501961
10,0.54902,0.345098,0.627451
19,0.411765,0.694118,0.6
0,0,0.501961,0.501961
10,0.54902,0.345098,0.627451
19,0.411765,0.694118,0.6
2,0.431373,0.439216,0.580392
0,0,0.501961,0.501961
